index,Job No,Date,Schd Time Start,Schd Time End,Latitude,Longitude,Customer number,Customer Name,Site Name,Address 1,Address 2,City,State,PostCode,Zone,Phone,Qty Scheduled,Qty Serviced,Serv Type,Container Type,Bin Volume,Status,Truck number,Route number,Generate ID,Initial Entry Date,Weight,Prorated Weight,Booking Reference 1,Booking Reference 2,Alternate Ref No 1,Alternate Ref No 2,Alternate Service Ref 1,Alternate Service Ref 2,Notes,Directions,CheckLists,Waste Type,Tip Site,Price,PO,Weekday,RowNum
4852,1425792.01000,2018-06-05,NULL,01:27,151.2075790,-33.8670500,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,05/06/18 01:28:13,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,1,1
4220,1425980.01000,2018-06-05,NULL,20:05,151.2087480,-33.8644080,1438.01300,Solutions Property Services,NULL,50/54 Park St,NULL,Sydney,NSW,2000,NULL,0431 262 059 / Adam,10,10,LOOSE,240L,0,C,XVA350,RED,NULL,05/06/18 20:05:26,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Loading dock entrance on Elizabeth st or Castlereagh  call if no access 02 9282 8568,NULL,Paper/Cardboard,NULL,0.000,NULL,1,1
624,1405304.01000,2018-05-15,NULL,23:26,151.2208640,-33.9585530,1376.00300,EZKO - Law Courts,NULL,184 Phillip Street,NULL,Sydney,NSW,2000,NULL,Chris - 0406 427 914,1,1,LOOSE,660L,0,C,BY46TO,RL9,NULL,15/05/18 23:28:42,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Buzz intercom - reverse down driveway,NULL,General Waste,NULL,0.000,NULL,3,1
1252,1406192.01000,2018-05-18,NULL,01:41,151.2210560,-33.9588930,2174.00600,Mario Bruno Cleaning P/L,NULL,51 Druitt Street,NULL,Sydney,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,18/05/18 01:41:17,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,When presented  please collect 1 x 240L GW,NULL,General Waste,NULL,0.000,NULL,4,1
1390,1406202.01000,2018-05-18,NULL,01:40,151.2210560,-33.9588930,2900.18800,Visy - John Maddison Tower,NULL,86 Goulburn Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,660L,0,C,CJ65PS,BR2,NULL,18/05/18 01:40:30,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VISY BINS - NO EXTRAS - NO LOOSE PICK UPS Bins located in loading dock at 349 Elizabeth Street (Opposite the Crown Hotel),NULL,General Waste,NULL,0.000,NULL,4,1
5513,1406335.01000,2018-05-18,NULL,12:23,151.2090360,-33.8685920,1438.01300,Solutions Property Services,NULL,50/54 Park St,NULL,Sydney,NSW,2000,NULL,0431 262 059 / Adam,8,8,LOOSE,240L,0,C,XVA350,RED,NULL,18/05/18 00:23:37,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Loading dock entrance on Elizabeth st or Castlereagh  call if no access 02 9282 8568,NULL,Paper/Cardboard,NULL,0.000,NULL,4,1
1153,1409605.01000,2018-05-22,NULL,02:07,150.9747410,-33.8706040,1438.01300,Solutions Property Services,NULL,50/54 Park St,NULL,Sydney,NSW,2000,NULL,0431 262 059 / Adam,10,10,LOOSE,240L,0,C,XVA350,RED,NULL,22/05/18 02:07:22,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Loading dock entrance on Elizabeth st or Castlereagh  call if no access 02 9282 8568,NULL,Paper/Cardboard,NULL,0.000,NULL,1,1
314,1427569.00000,2018-06-04,00:00,10:18,151.0999810,-33.8771870,3510.00000,Wang Hi-Tech Automatic,Five Dock Hi-Tech,61/73 Parramatta Rd,Unit 15,Five Dock,NSW,2046,NULL,97998895,1,1,COL,1.5M,0,C,BY48EG,FL2,NULL,01/06/18 13:41:11,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Five Dock Hi-Tech. Entry from Parramatta Road Unit 15 61-73  BIN IS BEHIND A SMALL RETAINING WALL. Access is 24Hrs.,NULL,General Waste,NULL,60.500,NULL,2,1
3081,1427763.01000,2018-06-06,NULL,12:35,151.2234920,-33.9580130,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,06/06/18 00:35:26,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,2,1
3757,1427793.01000,2018-06-06,NULL,12:34,151.2210290,-33.9588560,2900.18800,Visy - John Maddison Tower,NULL,86 Goulburn Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,660L,0,C,CJ65PS,BR2,NULL,06/06/18 00:34:23,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VISY BINS - NO EXTRAS - NO LOOSE PICK UPS Bins located in loading dock at 349 Elizabeth Street (Opposite the Crown Hotel),NULL,General Waste,NULL,0.000,NULL,2,1
2425,1407318.00000,2018-05-04,00:00,00:00,150.7169820,-33.7403240,2942.00200,Pizza Hut,NULL,SH 2 Star Ct & Boomerang Pl,NULL,Cambridge Gardens,NSW,2747,NULL,NULL,1,1,COL,1.5M,0,C,REM,REM,NULL,16/05/18 09:10:19,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Shop 2 - Coles Complex Done by Cardboard King at $4.00 per metre,NULL,Paper/Cardboard,NULL,10.890,NULL,4,1
4500,1411206.00000,2018-05-20,00:00,00:00,151.1777250,-33.8586070,3338.00000,Blow Bar Co,NULL,38 Montague St,NULL,Balmain,NSW,2041,NULL,1300 256 922,1,1,COL,120L,0,C,CI68HA,RLJ,NULL,19/05/18 13:12:46,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bins in back lane,NULL,General Waste,NULL,12.100,NULL,2,1
5494,1409024.00000,2018-05-18,00:00,00:00,151.2044750,-33.8671580,3517.00000,Strata Plan 18406 Jamesons,NULL,252 Kent St,NULL,Sydney,NSW,2000,NULL,89693302,3,3,COL,1100L,0,C,CC23RU,BR1,NULL,17/05/18 16:26:23,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,General Waste,NULL,0.000,NULL,4,1
540,1411606.01000,2018-05-23,NULL,02:30,150.9877270,-33.8665430,1438.00300,Solutions Property Services,NULL,52 Phillip Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,660L,0,C,XVA350,RED,NULL,23/05/18 02:31:13,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Access - after 9:30pm. Do not miss.  pin code 5252,NULL,Paper/Cardboard,NULL,0.000,NULL,2,1
4311,1432396.01000,2018-06-09,NULL,03:44,150.9877900,-33.8665900,1438.00300,Solutions Property Services,NULL,52 Phillip Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,660L,0,C,XVA350,RED,NULL,09/06/18 03:44:47,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Access - after 9:30pm. Do not miss.  pin code 5252,NULL,Paper/Cardboard,NULL,0.000,NULL,5,1
1830,1432912.01000,2018-06-12,NULL,17:14,151.1280980,-33.8701480,2284.00000,One Penny Red,NULL,2 Moonbie Street,NULL,Summer Hill,NSW,2130,NULL,0407 844 225,1,1,LOOSE,660L,0,C,CH32FV,RLC,NULL,12/06/18 17:14:07,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bin pick up from Smith Street Code to open the gate 1112 Service before 7pm or after 8am in the morning.,NULL,Comingle,NULL,0.000,NULL,5,1
1106,1411045.00000,2018-05-22,00:00,00:00,151.2926910,-33.7791910,3008.01600,Dial  A Dump - Ganellen,NULL,80 Evans St,NULL,Freshwater,NSW,2096,NULL,0410 644 518,1,1,COL,3.5M,3.5,N,RRR,RRR,18/05/2018-00:59:36-RunGen217,18/05/18 00:59:37,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,General Waste,NULL,148.230,NULL,1,1
4373,1411335.01000,2018-05-21,NULL,21:59,151.0313830,-33.8127990,2270.00000,Cappapinos,NULL,Shop 2/139 Macquarie Street,NULL,Sydney,NSW,2000,NULL,0410 118 882,1,1,LOOSE,LOOSE,0,C,CC23RU,BR1,NULL,21/05/18 22:01:46,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Shop 2/139 Macquarie Street Backside car park entrance Take extra and charge accordingly,NULL,General Waste,NULL,0.000,NULL,2,1
1030,1411482.01000,2018-05-23,NULL,05:41,151.0231990,-33.8361780,1688.00600,Perpetual Property Services Trust - UTS Yura Building,NULL,702 Harris Street,NULL,Ultimo,NSW,2007,NULL,NULL,1,1,LOOSE,660L,0,C,CJ65PS,BR2,NULL,23/05/18 05:41:38,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,702-730 Harris Street Do not block sensor,NULL,General Waste,NULL,0.000,NULL,2,1
1471,1414497.01000,2018-05-25,NULL,02:40,150.9879160,-33.8665750,1438.01300,Solutions Property Services,NULL,50/54 Park St,NULL,Sydney,NSW,2000,NULL,0431 262 059 / Adam,10,10,LOOSE,240L,0,C,XVA350,RED,NULL,25/05/18 02:40:22,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Loading dock entrance on Elizabeth st or Castlereagh  call if no access 02 9282 8568,NULL,Paper/Cardboard,NULL,0.000,NULL,4,1
4798,1415664.01000,2018-05-24,NULL,21:27,151.0314610,-33.8130020,2270.00000,Cappapinos,NULL,Shop 2/139 Macquarie Street,NULL,Sydney,NSW,2000,NULL,0410 118 882,2,2,LOOSE,LOOSE,0,C,CC23RU,BR1,NULL,24/05/18 21:28:31,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Shop 2/139 Macquarie Street Backside car park entrance Take extra and charge accordingly,NULL,General Waste,NULL,0.000,NULL,5,1
1275,1415759.01000,2018-05-26,NULL,04:30,151.2055210,-33.8703960,2174.00600,Mario Bruno Cleaning P/L,NULL,51 Druitt Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,240L,0,C,CJ65PS,BR2,NULL,26/05/18 04:30:24,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,When presented  please collect 1 x 240L GW,NULL,General Waste,NULL,0.000,NULL,5,1
880,1415942.01000,2018-05-26,NULL,03:16,150.9878540,-33.8665900,1438.01300,Solutions Property Services,NULL,50/54 Park St,NULL,Sydney,NSW,2000,NULL,0431 262 059 / Adam,10,10,LOOSE,240L,0,C,XVA350,RED,NULL,26/05/18 03:16:18,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Loading dock entrance on Elizabeth st or Castlereagh  call if no access 02 9282 8568,NULL,Paper/Cardboard,NULL,0.000,NULL,5,1
4597,1412859.01000,2018-05-24,NULL,02:04,151.2209330,-33.9587160,2900.18800,Visy - John Maddison Tower,NULL,86 Goulburn Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,660L,0,C,CJ65PS,BR2,NULL,24/05/18 02:05:20,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VISY BINS - NO EXTRAS - NO LOOSE PICK UPS Bins located in loading dock at 349 Elizabeth Street (Opposite the Crown Hotel),NULL,General Waste,NULL,0.000,NULL,3,1
4724,1412872.01000,2018-05-24,NULL,02:04,151.2209600,-33.9587570,2107.00000,Park House,NULL,187 Macquarie Street,NULL,Sydney,NSW,2000,NULL,0400 378 293,17,17,LOOSE,BAGS,0,C,CJ65PS,BR2,NULL,24/05/18 02:04:18,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Extras to be added after 9:15PM. Please ensure bins are put away upstairs in bin room add up to the extras for charging.,NULL,General Waste,NULL,0.000,NULL,3,1
4619,1413045.01000,2018-05-24,NULL,02:33,150.9878040,-33.8664920,1438.00300,Solutions Property Services,NULL,52 Phillip Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,660L,0,C,XVA350,RED,NULL,24/05/18 02:33:47,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Access - after 9:30pm. Do not miss.  pin code 5252,NULL,Paper/Cardboard,NULL,0.000,NULL,3,1
5434,1436045.01000,2018-06-13,NULL,12:52,151.2211340,-33.9588510,2174.00600,Mario Bruno Cleaning P/L,NULL,51 Druitt Street,NULL,Sydney,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,13/06/18 00:52:48,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,When presented  please collect 1 x 240L GW,NULL,General Waste,NULL,0.000,NULL,2,1
5321,1413545.00000,2018-05-23,NULL,NULL,0.0000000,0.0000000,2100.04200,SGB Facility Services Pty Ltd,NULL,13-15 Bridge St,NULL,Sydney,NSW,2000,NULL,Guy - 0401 226 998,1,1,COL,240L,0.24,R,CH32FV,RLC,22/05/2018-00:58:38-RunGen217,22/05/18 00:58:38,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,bin pick up at the back lane thru Bridge Lane,NULL,Comingle,NULL,8.800,NULL,5,1
5541,1414101.01000,2018-05-23,NULL,04:32,151.0314000,-33.8129660,1324.01000,Priority Property Services P/L,NULL,4 Martin Place,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,240L,0,C,CH32FV,RLC,NULL,23/05/18 04:33:00,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Swipe card,NULL,Comingle,NULL,0.000,NULL,2,1
979,1414217.01000,2018-05-23,NULL,22:09,151.0314900,-33.8130260,2270.00000,Cappapinos,NULL,Shop 2/139 Macquarie Street,NULL,Sydney,NSW,2000,NULL,0410 118 882,1,1,LOOSE,LOOSE,0,C,CC23RU,BR1,NULL,23/05/18 22:11:26,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Shop 2/139 Macquarie Street Backside car park entrance Take extra and charge accordingly,NULL,General Waste,NULL,0.000,NULL,4,1
3786,1437452.01000,2018-06-14,NULL,01:20,151.2210820,-33.9588280,2174.00600,Mario Bruno Cleaning P/L,NULL,51 Druitt Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,240L,0,C,CJ65PS,BR2,NULL,14/06/18 01:21:14,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,When presented  please collect 1 x 240L GW,NULL,General Waste,NULL,0.000,NULL,3,1
4014,1437472.01000,2018-06-14,NULL,01:29,151.2210060,-33.9587970,2107.00000,Park House,NULL,187 Macquarie Street,NULL,Sydney,NSW,2000,NULL,0400 378 293,33,33,LOOSE,BAGS,0,C,CJ65PS,BR2,NULL,14/06/18 01:29:27,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Extras to be added after 9:15PM. Please ensure bins are put away upstairs in bin room add up to the extras for charging.,NULL,General Waste,NULL,0.000,NULL,3,1
4031,1437477.01000,2018-06-14,NULL,01:30,151.2210260,-33.9588020,1324.00300,Priority Property Services P/L,NULL,50 Margaret Street,NULL,Sydney,NSW,2000,NULL,NULL,13,13,LOOSE,BAGS,0,C,CJ65PS,BR2,NULL,14/06/18 01:30:29,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bins at the front of building. After 8:30PM and before 9:30PM  every night Friday included. No extras!,NULL,Dry Waste,NULL,0.000,NULL,3,1
2915,1414360.01000,2018-05-25,NULL,01:16,151.2210850,-33.9588580,2900.18800,Visy - John Maddison Tower,NULL,86 Goulburn Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,660L,0,C,CJ65PS,BR2,NULL,25/05/18 01:16:15,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VISY BINS - NO EXTRAS - NO LOOSE PICK UPS Bins located in loading dock at 349 Elizabeth Street (Opposite the Crown Hotel),NULL,General Waste,NULL,0.000,NULL,4,1
2701,1437607.01000,2018-06-14,NULL,02:27,150.9877810,-33.8665340,1438.01300,Solutions Property Services,NULL,50/54 Park St,NULL,Sydney,NSW,2000,NULL,0431 262 059 / Adam,11,11,LOOSE,240L,0,C,XVA350,RED,NULL,14/06/18 02:27:18,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Loading dock entrance on Elizabeth st or Castlereagh  call if no access 02 9282 8568,NULL,Paper/Cardboard,NULL,0.000,NULL,3,1
2718,1419234.00000,2018-05-29,NULL,NULL,0.0000000,0.0000000,3008.01600,Dial  A Dump - Ganellen,NULL,80 Evans St,NULL,Freshwater,NSW,2096,NULL,0410 644 518,1,0,COL,3.5M,3.5,F,RRR,RRR,25/05/2018-01:00:56-RunGen217,25/05/18 01:00:57,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,General Waste,NULL,148.230,NULL,1,1
1015,1419747.01000,2018-05-30,NULL,01:52,150.9877100,-33.8665460,1438.01300,Solutions Property Services,NULL,50/54 Park St,NULL,Sydney,NSW,2000,NULL,0431 262 059 / Adam,8,8,LOOSE,240L,0,C,XVA350,RED,NULL,30/05/18 01:53:08,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Loading dock entrance on Elizabeth st or Castlereagh  call if no access 02 9282 8568,NULL,Paper/Cardboard,NULL,0.000,NULL,2,1
2,1421009.01000,2018-05-31,NULL,12:37,151.2049290,-33.8822550,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,31/05/18 00:37:22,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,3,1
4943,1436025.01000,2018-06-13,NULL,05:10,151.0229190,-33.8363790,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,13/06/18 05:10:47,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,2,1
27,1436054.01000,2018-06-13,NULL,04:12,151.2055730,-33.8809710,2900.18800,Visy - John Maddison Tower,NULL,86 Goulburn Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,660L,0,C,CJ65PS,BR2,NULL,13/06/18 04:13:17,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VISY BINS - NO EXTRAS - NO LOOSE PICK UPS Bins located in loading dock at 349 Elizabeth Street (Opposite the Crown Hotel),NULL,General Waste,NULL,0.000,NULL,2,1
2415,1424100.01000,2018-06-02,NULL,03:16,150.9878650,-33.8665610,1438.01300,Solutions Property Services,NULL,50/54 Park St,NULL,Sydney,NSW,2000,NULL,0431 262 059 / Adam,10,10,LOOSE,240L,0,C,XVA350,RED,NULL,02/06/18 03:17:04,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Loading dock entrance on Elizabeth st or Castlereagh  call if no access 02 9282 8568,NULL,Paper/Cardboard,NULL,0.000,NULL,5,1
3293,1437429.01000,2018-06-14,NULL,01:33,151.2210760,-33.9587840,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,14/06/18 01:33:36,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,3,1
4653,1438150.00000,2018-06-13,NULL,17:08,151.1282030,-33.8701420,2100.04200,SGB Facility Services Pty Ltd,NULL,13-15 Bridge St,NULL,Sydney,NSW,2000,NULL,Guy - 0401 226 998,1,1,COL,240L,0.24,C,CH32FV,RLC,12/06/2018-00:58:07-RunGen217,12/06/18 00:58:08,NULL,1.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,bin pick up at the back lane thru Bridge Lane,NULL,Comingle,NULL,8.800,NULL,5,1
5411,1425815.01000,2018-06-05,NULL,12:21,151.2209110,-33.9587800,2174.00600,Mario Bruno Cleaning P/L,NULL,51 Druitt Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,240L,0,C,CJ65PS,BR2,NULL,05/06/18 00:21:35,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,When presented  please collect 1 x 240L GW,NULL,General Waste,NULL,0.000,NULL,1,1
5526,1425824.01000,2018-06-05,NULL,12:22,151.2210020,-33.9588180,2900.18800,Visy - John Maddison Tower,NULL,86 Goulburn Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,660L,0,C,CJ65PS,BR2,NULL,05/06/18 00:22:36,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VISY BINS - NO EXTRAS - NO LOOSE PICK UPS Bins located in loading dock at 349 Elizabeth Street (Opposite the Crown Hotel),NULL,General Waste,NULL,0.000,NULL,1,1
2186,1439003.01000,2018-06-15,NULL,01:00,151.2210550,-33.9588800,2900.18800,Visy - John Maddison Tower,NULL,86 Goulburn Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,660L,0,C,CJ65PS,BR2,NULL,15/06/18 01:00:28,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VISY BINS - NO EXTRAS - NO LOOSE PICK UPS Bins located in loading dock at 349 Elizabeth Street (Opposite the Crown Hotel),NULL,General Waste,NULL,0.000,NULL,4,1
2127,1439167.01000,2018-06-15,NULL,03:12,150.9877430,-33.8665200,1438.00300,Solutions Property Services,NULL,52 Phillip Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,660L,0,C,XVA350,RED,NULL,15/06/18 03:12:46,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Access - after 9:30pm. Do not miss.  pin code 5252,NULL,Paper/Cardboard,NULL,0.000,NULL,4,1
4488,1422540.01000,2018-06-01,NULL,01:13,151.2082910,-33.8648970,2900.18800,Visy - John Maddison Tower,NULL,86 Goulburn Street,NULL,Sydney,NSW,2000,NULL,NULL,1,1,LOOSE,660L,0,C,CJ65PS,BR2,NULL,01/06/18 01:13:32,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VISY BINS - NO EXTRAS - NO LOOSE PICK UPS Bins located in loading dock at 349 Elizabeth Street (Opposite the Crown Hotel),NULL,General Waste,NULL,0.000,NULL,4,1
801,1423820.01000,2018-05-31,NULL,22:06,151.0315040,-33.8129950,2270.00000,Cappapinos,NULL,Shop 2/139 Macquarie Street,NULL,Sydney,NSW,2000,NULL,0410 118 882,1,1,LOOSE,LOOSE,0,C,CC23RU,BR1,NULL,31/05/18 22:07:59,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Shop 2/139 Macquarie Street Backside car park entrance Take extra and charge accordingly,NULL,General Waste,NULL,0.000,NULL,5,1
2453,1425283.00000,2018-06-06,00:00,00:00,150.6758500,-34.0157080,2594.00000,Green Camel,Green Camel,219 Cobbitty Road,NULL,Cobbitty,NSW,2570,NULL,NULL,1,1,COL,3M,3,C,RRR,RRR,31/05/2018-00:59:07-RunGen217,31/05/18 00:59:07,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rear of facility. Done by Remondis Picton 4677 9900,NULL,Paper/Cardboard,NULL,72.600,NULL,5,1
1986,1442446.01000,2018-06-19,NULL,02:25,150.9877820,-33.8666350,1438.01300,Solutions Property Services,NULL,50/54 Park St,NULL,Sydney,NSW,2000,NULL,0431 262 059 / Adam,12,12,LOOSE,240L,0,C,XVA350,RED,NULL,19/06/18 02:25:57,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Loading dock entrance on Elizabeth st or Castlereagh  call if no access 02 9282 8568,NULL,Paper/Cardboard,NULL,0.000,NULL,1,1
2798,1429957.00000,2018-06-06,NULL,NULL,0.0000000,0.0000000,2100.04200,SGB Facility Services Pty Ltd,NULL,13-15 Bridge St,NULL,Sydney,NSW,2000,NULL,Guy - 0401 226 998,1,1,COL,240L,0.24,C,CH32FV,RLC,05/06/2018-00:57:52-RunGen217,05/06/18 00:57:52,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,bin pick up at the back lane thru Bridge Lane,NULL,Comingle,NULL,8.800,NULL,5,1
4776,1429004.00000,2018-06-05,NULL,NULL,0.0000000,0.0000000,1833.00000,Gap Studios,Gap Studios,2/49 Frenchs Forest Road East,NULL,Frenchs Forest,NSW,2086,NULL,NULL,2,0,COL,240L,0.24,N,VEO,VEO,04/06/2018-00:59:57-RunGen217,04/06/18 00:59:58,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unit 2  Building 5. Done by Veolia.,NULL,Paper/Cardboard,NULL,0.000,NULL,4,1
2491,1429030.01000,2018-06-06,NULL,02:33,150.9877960,-33.8665530,2779.00000,Bizcorp Holding,NULL,83 York Street,NULL,Sydney,NSW,2000,NULL,NULL,6,6,LOOSE,240L,0,C,XVA350,RED,NULL,06/06/18 02:33:48,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bin presented at car park 144 Clarence Street On Call!,NULL,Secure Bin,NULL,0.000,NULL,2,1
1458,1429228.01000,2018-06-07,NULL,12:33,151.2235060,-33.9546760,1044.00600,Broadlex Services P. L. - Mckell Building - A01140,NULL,2-24 Rawson Place,NULL,Haymarket,NSW,2000,NULL,NULL,2,2,LOOSE,240L,0,C,CJ65PS,BR2,NULL,07/06/18 00:34:01,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entrance to the dock from Barlow Street Carlos 047023619 PICK UP AFTER 10PM,NULL,General Waste,NULL,0.000,NULL,3,1
1318,1431844.00000,2018-06-07,NULL,NULL,0.0000000,0.0000000,3403.00000,Dogan Gunes- Rivo Kebab House,NULL,Unit 1/4 Garfield Rd West,NULL,Riverstone,NSW,2765,NULL,0412 547 938,0,0,COL,1100L,1.1,N,RRR,RRR,06/06/2018-00:58:12-RunGen217,06/06/18 00:58:13,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DO NOT SERVICE TODAY. Customer status C,NULL,General Waste,NULL,0.000,NULL,1,1
4454,1433646.00000,2018-06-08,00:00,00:00,151.1965930,-33.9142260,3513.00000,Compounded Pty Ltd,NULL,Unit25/56 O'Riordan St,NULL,Alexandria,NSW,2015,NULL,0296932313,1,1,COL,240L,0,C,CF71JM,RLI,NULL,07/06/18 15:55:10,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bins Located Inside Complex Outside Number 25  Gates open after 6am.,NULL,General Waste,NULL,16.500,NULL,4,1
3488,1438110.01000,2018-06-14,NULL,02:42,151.0315190,-33.8129790,2471.00000,Moorish Blue,NULL,139 Blues Point Road,NULL,McMahons Point,NSW,2060,NULL,0414 353 005,3,3,LOOSE,240L,0,C,CH32FV,RLC,NULL,14/06/18 02:42:28,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bin at rear lane off King George,NULL,Paper/Cardboard,NULL,0.000,NULL,3,1
